kalimat,kalimat_token
aplikasinya mempermudah dan bagus,"['aplikasinya', 'mempermudah', 'dan', 'bagus']"
baru di update apknya lancar terus ga bikin nggu makin lama,"['baru', 'di', 'update', 'apknya', 'lancar', 'terus', 'ga', 'bikin', 'nggu', 'makin', 'lama']"
alamdulillah setelah update akses menjadi lebih lancar tidak seperti pada aplikasi sebelumnya lemot saat memilih kursi timeout tdk perlu nunggu waktu lama membuang waktu,"['alamdulillah', 'setelah', 'update', 'akses', 'menjadi', 'lebih', 'lancar', 'tidak', 'seperti', 'pada', 'aplikasi', 'sebelumnya', 'lemot', 'saat', 'memilih', 'kursi', 'timeout', 'tdk', 'perlu', 'nunggu', 'waktu', 'lama', 'membuang', 'waktu']"
jadi makin ribet bagi orang tua ini menyusahkan ya ui ux ny kalo dulu lebih sederhana,"['jadi', 'makin', 'ribet', 'bagi', 'orang', 'tua', 'ini', 'menyusahkan', 'ya', 'ui', 'ux', 'ny', 'kalo', 'dulu', 'lebih', 'sederhana']"
banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses lebih running sama versi yang lama nya merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa sudah coba telpon dan tanya ke service center juga ga ada solusi sudah saya coba manual unistall kemudian download install lagi sama saja gabisa harus jadi perhatian dong ini,"['banyak', 'fitur', 'dan', 'pilihannya', 'tapi', 'gabusa', 'sama', 'saja', 'kalo', 'tidak', 'bisa', 'terakses', 'lebih', 'running', 'sama', 'versi', 'yang', 'lama', 'nya', 'merugikan', 'konsumen', 'apabila', 'ada', 'sesuatu', 'mendesak', 'dan', 'butuh', 'reshcedulle', 'tiket', 'tetapi', 'gabisa', 'sudah', 'coba', 'telpon', 'dan', 'tanya', 'ke', 'service', 'center', 'juga', 'ga', 'ada', 'solusi', 'sudah', 'saya', 'coba', 'manual', 'unistall', 'kemudian', 'download', 'install', 'lagi', 'sama', 'saja', 'gabisa', 'harus', 'jadi', 'perhatian', 'dong', 'ini']"
setelah di upgrade jd susah mesen tiketnya sering pesan dengan metode pembayaran link aja pdhl di hp udah terpasang aplikasinya tp disuruh download,"['setelah', 'di', 'upgrade', 'jd', 'susah', 'mesen', 'tiketnya', 'sering', 'pesan', 'dengan', 'metode', 'pembayaran', 'link', 'aja', 'pdhl', 'di', 'hp', 'udah', 'terpasang', 'aplikasinya', 'tp', 'disuruh', 'download']"
aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget,"['aplikasi', 'bagus', 'banget', 'setelah', 'di', 'update', 'sudah', 'tidak', 'ada', 'bug', 'dan', 'lancar', 'banget']"
dalam proses pemesanan tiket lebih ribet dan memakan waktu yang lebih lama daripada versi yang dulu,"['dalam', 'proses', 'pemesanan', 'tiket', 'lebih', 'ribet', 'dan', 'memakan', 'waktu', 'yang', 'lebih', 'lama', 'daripada', 'versi', 'yang', 'dulu']"
woi admin balikin ke aplikasi lama lah lemot banget aplikasi update baru setelah update malah makin tdk user friendly filter hanya ada pilihan dulu bisa by waktu harga dan kelas pilih kursi juga hrs scroll atas bawah dulu layar tampak semua hadeuh bukannya makin maju,"['woi', 'admin', 'balikin', 'ke', 'aplikasi', 'lama', 'lah', 'lemot', 'banget', 'aplikasi', 'update', 'baru', 'setelah', 'update', 'malah', 'makin', 'tdk', 'user', 'friendly', 'filter', 'hanya', 'ada', 'pilihan', 'dulu', 'bisa', 'by', 'waktu', 'harga', 'dan', 'kelas', 'pilih', 'kursi', 'juga', 'hrs', 'scroll', 'atas', 'bawah', 'dulu', 'layar', 'tampak', 'semua', 'hadeuh', 'bukannya', 'makin', 'maju']"
habis update malah ribet dan sangat sangat lemot tolong di benahi lagi apa karena masih baru update belum dilalukan percobaan atau gmn cth di pencarian stasiun kereta sangat lambat loading nya dan stasiun tidak di temukan padahal di versi sebelumnya bisa langsung ketemu dan cepat pilih tempat duduk loading sampai mnit blm slesai ahirnya beli di traveloka aja balikin ke versi sebelumnya aja di tes dlu sampai benar jalan semua fiturnya sebelum apk nya di luncurin buat umum smg benerin,"['habis', 'update', 'malah', 'ribet', 'dan', 'sangat', 'sangat', 'lemot', 'tolong', 'di', 'benahi', 'lagi', 'apa', 'karena', 'masih', 'baru', 'update', 'belum', 'dilalukan', 'percobaan', 'atau', 'gmn', 'cth', 'di', 'pencarian', 'stasiun', 'kereta', 'sangat', 'lambat', 'loading', 'nya', 'dan', 'stasiun', 'tidak', 'di', 'temukan', 'padahal', 'di', 'versi', 'sebelumnya', 'bisa', 'langsung', 'ketemu', 'dan', 'cepat', 'pilih', 'tempat', 'duduk', 'loading', 'sampai', 'mnit', 'blm', 'slesai', 'ahirnya', 'beli', 'di', 'traveloka', 'aja', 'balikin', 'ke', 'versi', 'sebelumnya', 'aja', 'di', 'tes', 'dlu', 'sampai', 'benar', 'jalan', 'semua', 'fiturnya', 'sebelum', 'apk', 'nya', 'di', 'luncurin', 'buat', 'umum', 'smg', 'benerin']"
tampilan memang bagus setelah di update tetapi kulitas aplikasi lebih baik versi sebelumnya,"['tampilan', 'memang', 'bagus', 'setelah', 'di', 'update', 'tetapi', 'kulitas', 'aplikasi', 'lebih', 'baik', 'versi', 'sebelumnya']"
setelah update aplikasi sering bermasalah tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block jam karena terlalu sering masukkan kode otp ingin melakukan pembayaran melalui qris namun kode qris tidak kunjung muncul sehingga tidak bisa bayar tiket jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah tertukar antara laki dan perempuan untuk semua penumpang,"['setelah', 'update', 'aplikasi', 'sering', 'bermasalah', 'tidak', 'bisa', 'login', 'ke', 'aplikasi', 'setelah', 'pengisian', 'kode', 'otp', 'karena', 'selalu', 'loading', 'sehingga', 'harus', 'menunggu', 'di', 'block', 'jam', 'karena', 'terlalu', 'sering', 'masukkan', 'kode', 'otp', 'ingin', 'melakukan', 'pembayaran', 'melalui', 'qris', 'namun', 'kode', 'qris', 'tidak', 'kunjung', 'muncul', 'sehingga', 'tidak', 'bisa', 'bayar', 'tiket', 'jenis', 'kelamin', 'sudah', 'diubah', 'namun', 'setelah', 'direfresh', 'kembali', 'lagi', 'ke', 'jenis', 'kelamin', 'yang', 'salah', 'tertukar', 'antara', 'laki', 'dan', 'perempuan', 'untuk', 'semua', 'penumpang']"
ada pembaruan bukannya tambah oke malah buruk,"['ada', 'pembaruan', 'bukannya', 'tambah', 'oke', 'malah', 'buruk']"
lemot mau mesen tiket lokal aja lama loading nya mesen harus online tapi apk nya lemot parah udah sulit jadi makin dipersulit,"['lemot', 'mau', 'mesen', 'tiket', 'lokal', 'aja', 'lama', 'loading', 'nya', 'mesen', 'harus', 'online', 'tapi', 'apk', 'nya', 'lemot', 'parah', 'udah', 'sulit', 'jadi', 'makin', 'dipersulit']"
tampilannya lebih suka yang dulu lebih iconic,"['tampilannya', 'lebih', 'suka', 'yang', 'dulu', 'lebih', 'iconic']"
fiturny banyak sepaket lemotnya juga minta ampun,"['fiturny', 'banyak', 'sepaket', 'lemotnya', 'juga', 'minta', 'ampun']"
fitur reduksi harga dihilangkan aplikasi juga sangat lemot ciri khas bumn bgt,"['fitur', 'reduksi', 'harga', 'dihilangkan', 'aplikasi', 'juga', 'sangat', 'lemot', 'ciri', 'khas', 'bumn', 'bgt']"
makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
waktu pemesanan habis terus pembayaran terganggu aplikasi lemot gak bisa ganti kursi penumpang niat bikin aplikasi apa gak sih email yang saya kirim segera di cek disitu ada video kendalanya jangan merespon seperti bot pesan tiket ka lokal eror tolong perbaiki,"['waktu', 'pemesanan', 'habis', 'terus', 'pembayaran', 'terganggu', 'aplikasi', 'lemot', 'gak', 'bisa', 'ganti', 'kursi', 'penumpang', 'niat', 'bikin', 'aplikasi', 'apa', 'gak', 'sih', 'email', 'yang', 'saya', 'kirim', 'segera', 'di', 'cek', 'disitu', 'ada', 'video', 'kendalanya', 'jangan', 'merespon', 'seperti', 'bot', 'pesan', 'tiket', 'ka', 'lokal', 'eror', 'tolong', 'perbaiki']"
thanks tampilan baru lebih intuitif,"['thanks', 'tampilan', 'baru', 'lebih', 'intuitif']"
di update bukannya makin bagus malah makin buruk tidak se simpel praktis dulu banyak iklan,"['di', 'update', 'bukannya', 'makin', 'bagus', 'malah', 'makin', 'buruk', 'tidak', 'se', 'simpel', 'praktis', 'dulu', 'banyak', 'iklan']"
setelah di update ke fitur baru jadi lemot bgt,"['setelah', 'di', 'update', 'ke', 'fitur', 'baru', 'jadi', 'lemot', 'bgt']"
waktu pemesanan habis terus pembayaran terganggu aplikasi lemot gak bisa ganti kursi penumpang niat bikin aplikasi apa gak sih email yang saya kirim segera di cek disitu ada video kendalanya jangan merespon seperti bot pesan tiket ka lokal eror tolong perbaiki,"['waktu', 'pemesanan', 'habis', 'terus', 'pembayaran', 'terganggu', 'aplikasi', 'lemot', 'gak', 'bisa', 'ganti', 'kursi', 'penumpang', 'niat', 'bikin', 'aplikasi', 'apa', 'gak', 'sih', 'email', 'yang', 'saya', 'kirim', 'segera', 'di', 'cek', 'disitu', 'ada', 'video', 'kendalanya', 'jangan', 'merespon', 'seperti', 'bot', 'pesan', 'tiket', 'ka', 'lokal', 'eror', 'tolong', 'perbaiki']"
lancarr di hp ku tapi dg spek lumayan tinggi lo gatau kok orang orang bilanylemot banget tapi di aku lancar banyak promo hotel jug,"['lancarr', 'di', 'hp', 'ku', 'tapi', 'dg', 'spek', 'lumayan', 'tinggi', 'lo', 'gatau', 'kok', 'orang', 'orang', 'bilanylemot', 'banget', 'tapi', 'di', 'aku', 'lancar', 'banyak', 'promo', 'hotel', 'jug']"
tampilan interface tidak ramah setelah update ngga suka bgtt bikin mata sakit tapi menarik untung makin lancar pesen tiket nya mudah bayarnya juga bisa pake ovo soalnya saya user ovo bangwt,"['tampilan', 'interface', 'tidak', 'ramah', 'setelah', 'update', 'ngga', 'suka', 'bgtt', 'bikin', 'mata', 'sakit', 'tapi', 'menarik', 'untung', 'makin', 'lancar', 'pesen', 'tiket', 'nya', 'mudah', 'bayarnya', 'juga', 'bisa', 'pake', 'ovo', 'soalnya', 'saya', 'user', 'ovo', 'bangwt']"
aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget,"['aplikasi', 'bagus', 'banget', 'setelah', 'di', 'update', 'sudah', 'tidak', 'ada', 'bug', 'dan', 'lancar', 'banget']"
makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
diperbarui makin bagus lancar trus fiturnya juga banyak dan lengkap jadi pesen tiket kereta bisa seklain pesen hotel beli kuota internet juga,"['diperbarui', 'makin', 'bagus', 'lancar', 'trus', 'fiturnya', 'juga', 'banyak', 'dan', 'lengkap', 'jadi', 'pesen', 'tiket', 'kereta', 'bisa', 'seklain', 'pesen', 'hotel', 'beli', 'kuota', 'internet', 'juga']"
pake aplikasi dulu setiap mau pesan tiket sering gagal tapi diaplikasi sekarang selalu berhasil dna lebih cepet juga tidak lemot,"['pake', 'aplikasi', 'dulu', 'setiap', 'mau', 'pesan', 'tiket', 'sering', 'gagal', 'tapi', 'diaplikasi', 'sekarang', 'selalu', 'berhasil', 'dna', 'lebih', 'cepet', 'juga', 'tidak', 'lemot']"
aplikasi lebih ringan dan mudah untuk digunakan juga penambahan fiturnya lengkap,"['aplikasi', 'lebih', 'ringan', 'dan', 'mudah', 'untuk', 'digunakan', 'juga', 'penambahan', 'fiturnya', 'lengkap']"
tampilannya bagus tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget,"['tampilannya', 'bagus', 'tapi', 'saat', 'mau', 'masuk', 'ke', 'aplikasi', 'lamanya', 'mbuat', 'emosi', 'banget']"
setelah di update jadi lebih baik ngga zonk lagi baik dari performa fitur nya dll tampilan dan pengoperasian jugalebih efisien versi terbaru sumpah versi lamanya nyebelin aneh,"['setelah', 'di', 'update', 'jadi', 'lebih', 'baik', 'ngga', 'zonk', 'lagi', 'baik', 'dari', 'performa', 'fitur', 'nya', 'dll', 'tampilan', 'dan', 'pengoperasian', 'jugalebih', 'efisien', 'versi', 'terbaru', 'sumpah', 'versi', 'lamanya', 'nyebelin', 'aneh']"
tampilan barunya malah bikin bingung,"['tampilan', 'barunya', 'malah', 'bikin', 'bingung']"
updetan versi terbaru bner makin bagus deh dah galemot banget sanagat memudhakan daripada versi lama,"['updetan', 'versi', 'terbaru', 'bner', 'makin', 'bagus', 'deh', 'dah', 'galemot', 'banget', 'sanagat', 'memudhakan', 'daripada', 'versi', 'lama']"
kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget,"['kaai', 'acces', 'sya', 'udah', 'pesen', 'tiket', 'dan', 'bayar', 'pke', 'qris', 'dana', 'memudahkan', 'banget']"
tolong dong jangan di ganti susah dan bingung jadi nya mau pesen,"['tolong', 'dong', 'jangan', 'di', 'ganti', 'susah', 'dan', 'bingung', 'jadi', 'nya', 'mau', 'pesen']"
aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot,"['aplikasinya', 'sangat', 'mudah', 'di', 'gunakan', 'tambah', 'bagus', 'dan', 'tidak', 'lemot']"
ini setelah update kenapa aplikasi nya jadi lemot banget min bahkan logout sendiri pas mau masuk jdi gk bisa masuk keterangan nya failed request padahal udah biasa dulu pake kai acces tolong donk klo memang harus pake aplikasi aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini,"['ini', 'setelah', 'update', 'kenapa', 'aplikasi', 'nya', 'jadi', 'lemot', 'banget', 'min', 'bahkan', 'logout', 'sendiri', 'pas', 'mau', 'masuk', 'jdi', 'gk', 'bisa', 'masuk', 'keterangan', 'nya', 'failed', 'request', 'padahal', 'udah', 'biasa', 'dulu', 'pake', 'kai', 'acces', 'tolong', 'donk', 'klo', 'memang', 'harus', 'pake', 'aplikasi', 'aplikasinya', 'yaa', 'di', 'bikin', 'simpel', 'dan', 'mudah', 'akses', 'nya', 'jangan', 'jadi', 'malah', 'susah', 'gini']"
masih mudah dan gampang di pahami aplikasi yg terbaru,"['masih', 'mudah', 'dan', 'gampang', 'di', 'pahami', 'aplikasi', 'yg', 'terbaru']"
aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot,"['aplikasinya', 'sangat', 'mudah', 'di', 'gunakan', 'tambah', 'bagus', 'dan', 'tidak', 'lemot']"
tampilan jauh lebih baik dengan fitur unggulan terbarunya yang menarik thanks kai aplikasinya bagus dan lancar tdk ada trouble,"['tampilan', 'jauh', 'lebih', 'baik', 'dengan', 'fitur', 'unggulan', 'terbarunya', 'yang', 'menarik', 'thanks', 'kai', 'aplikasinya', 'bagus', 'dan', 'lancar', 'tdk', 'ada', 'trouble']"
setelah upgrade terbaru sangat memuaskan program ny berubah dan menjadi lebihh memuaskan lebih mudah aplikasi yg terbaru daripada yg sblum nya,"['setelah', 'upgrade', 'terbaru', 'sangat', 'memuaskan', 'program', 'ny', 'berubah', 'dan', 'menjadi', 'lebihh', 'memuaskan', 'lebih', 'mudah', 'aplikasi', 'yg', 'terbaru', 'daripada', 'yg', 'sblum', 'nya']"
sangat membantu sekali,"['sangat', 'membantu', 'sekali']"
setelah di update dan tampilan baru malah lebih parah bug ny loading lama lemot malah setelah update data nik berubah gmn ini team it ny,"['setelah', 'di', 'update', 'dan', 'tampilan', 'baru', 'malah', 'lebih', 'parah', 'bug', 'ny', 'loading', 'lama', 'lemot', 'malah', 'setelah', 'update', 'data', 'nik', 'berubah', 'gmn', 'ini', 'team', 'it', 'ny']"
update terbaru malah jadi parah tambah lemot dan tambah ribet,"['update', 'terbaru', 'malah', 'jadi', 'parah', 'tambah', 'lemot', 'dan', 'tambah', 'ribet']"
saat ini apk nya malah jadi kurang membantu detail kendala loadingnya lama sekali saat mau cek jadwal commuter line susah sekali mencari nama stasiun memakan banyak waktu loading namun hasil pencarian malah tidak keluar,"['saat', 'ini', 'apk', 'nya', 'malah', 'jadi', 'kurang', 'membantu', 'detail', 'kendala', 'loadingnya', 'lama', 'sekali', 'saat', 'mau', 'cek', 'jadwal', 'commuter', 'line', 'susah', 'sekali', 'mencari', 'nama', 'stasiun', 'memakan', 'banyak', 'waktu', 'loading', 'namun', 'hasil', 'pencarian', 'malah', 'tidak', 'keluar']"
jadi makin ribet bagi orang tua ini menyusahkan ya ui ux ny kalo dulu lebih sederhana,"['jadi', 'makin', 'ribet', 'bagi', 'orang', 'tua', 'ini', 'menyusahkan', 'ya', 'ui', 'ux', 'ny', 'kalo', 'dulu', 'lebih', 'sederhana']"
apk nya ngebantu bangettt apalagi kalo misalkan lagi butuh cepettt tiket kereta ditambah lagi bisa order makanan via apk juga,"['apk', 'nya', 'ngebantu', 'bangettt', 'apalagi', 'kalo', 'misalkan', 'lagi', 'butuh', 'cepettt', 'tiket', 'kereta', 'ditambah', 'lagi', 'bisa', 'order', 'makanan', 'via', 'apk', 'juga']"
setelah update malah fitur connecting train nya lemot ini aplikasi baru sekali atau update versi saja kalo update seharunya tidak mengganggu fitur yang sudah ada tetapi ini malah merusak fitur lama,"['setelah', 'update', 'malah', 'fitur', 'connecting', 'train', 'nya', 'lemot', 'ini', 'aplikasi', 'baru', 'sekali', 'atau', 'update', 'versi', 'saja', 'kalo', 'update', 'seharunya', 'tidak', 'mengganggu', 'fitur', 'yang', 'sudah', 'ada', 'tetapi', 'ini', 'malah', 'merusak', 'fitur', 'lama']"
diperbarui makin bagus lancar trus fiturnya juga banyak dan lengkap jadi pesen tiket kereta bisa seklain pesen hotel beli kuota internet juga,"['diperbarui', 'makin', 'bagus', 'lancar', 'trus', 'fiturnya', 'juga', 'banyak', 'dan', 'lengkap', 'jadi', 'pesen', 'tiket', 'kereta', 'bisa', 'seklain', 'pesen', 'hotel', 'beli', 'kuota', 'internet', 'juga']"
error daftar pesanan kosong upgrade gagal terus numbid ready harga promo gak bisa di pesan diupgrade begitu terus,"['error', 'daftar', 'pesanan', 'kosong', 'upgrade', 'gagal', 'terus', 'numbid', 'ready', 'harga', 'promo', 'gak', 'bisa', 'di', 'pesan', 'diupgrade', 'begitu', 'terus']"
aduh repot banget sih tiket saya hilang karena gak bisa masuk ke akun lama,"['aduh', 'repot', 'banget', 'sih', 'tiket', 'saya', 'hilang', 'karena', 'gak', 'bisa', 'masuk', 'ke', 'akun', 'lama']"
tambah lemot fitur nambah tapi sistem gak support,"['tambah', 'lemot', 'fitur', 'nambah', 'tapi', 'sistem', 'gak', 'support']"
jarang banget ngasi ulasan gini tp ini fix super lemot banget kukira semakin baik eh cuma tampilannya doang masa mau buka apk aja lemot poll kalo kek gini kan gak bisa bur buka pas mau scan barcode ya,"['jarang', 'banget', 'ngasi', 'ulasan', 'gini', 'tp', 'ini', 'fix', 'super', 'lemot', 'banget', 'kukira', 'semakin', 'baik', 'eh', 'cuma', 'tampilannya', 'doang', 'masa', 'mau', 'buka', 'apk', 'aja', 'lemot', 'poll', 'kalo', 'kek', 'gini', 'kan', 'gak', 'bisa', 'bur', 'buka', 'pas', 'mau', 'scan', 'barcode', 'ya']"
lemmootnya minta ampun tolong segera di perbaiki sistemnya lebih baik uninstal klo lemot bgt kya gini,"['lemmootnya', 'minta', 'ampun', 'tolong', 'segera', 'di', 'perbaiki', 'sistemnya', 'lebih', 'baik', 'uninstal', 'klo', 'lemot', 'bgt', 'kya', 'gini']"
bagus lancar dan pemuda kita untuk pesan tiket,"['bagus', 'lancar', 'dan', 'pemuda', 'kita', 'untuk', 'pesan', 'tiket']"
makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
aplikasi bagus banget setelah di update sudah tidak ada bug dan lancar banget,"['aplikasi', 'bagus', 'banget', 'setelah', 'di', 'update', 'sudah', 'tidak', 'ada', 'bug', 'dan', 'lancar', 'banget']"
cari tiket nya jadi sedikit menyusahkan harus drop down dulu kurang jelas tiket mana yg available lebih jelas tampilan di versi sblm nya dan jadi tidak bisa sorting tiket yg available menurut harga dsb yg tersorting hanya judul besar tiket saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya menurut saya itu sudah sangat jelas,"['cari', 'tiket', 'nya', 'jadi', 'sedikit', 'menyusahkan', 'harus', 'drop', 'down', 'dulu', 'kurang', 'jelas', 'tiket', 'mana', 'yg', 'available', 'lebih', 'jelas', 'tampilan', 'di', 'versi', 'sblm', 'nya', 'dan', 'jadi', 'tidak', 'bisa', 'sorting', 'tiket', 'yg', 'available', 'menurut', 'harga', 'dsb', 'yg', 'tersorting', 'hanya', 'judul', 'besar', 'tiket', 'saran', 'nya', 'mungkin', 'dikembalikan', 'saja', 'tampilan', 'tiket', 'nya', 'seperti', 'versi', 'sebelumnya', 'menurut', 'saya', 'itu', 'sudah', 'sangat', 'jelas']"
sudah byk plusnya daripada yang lama metode pembayaran jg banyk beli tiket jadi sangat mudah bgt lacar jg,"['sudah', 'byk', 'plusnya', 'daripada', 'yang', 'lama', 'metode', 'pembayaran', 'jg', 'banyk', 'beli', 'tiket', 'jadi', 'sangat', 'mudah', 'bgt', 'lacar', 'jg']"
kalau tiket abis ga usah di tampilin lagi listnya jadi bingung nge tap satu persatu karena yang habis tetap ada di list,"['kalau', 'tiket', 'abis', 'ga', 'usah', 'di', 'tampilin', 'lagi', 'listnya', 'jadi', 'bingung', 'nge', 'tap', 'satu', 'persatu', 'karena', 'yang', 'habis', 'tetap', 'ada', 'di', 'list']"
baru buka apk aja kok udh lemot ya padhal udh di upgrade,"['baru', 'buka', 'apk', 'aja', 'kok', 'udh', 'lemot', 'ya', 'padhal', 'udh', 'di', 'upgrade']"
error daftar pesanan kosong upgrade gagal terus numbid ready harga promo gak bisa di pesan diupgrade begitu terus,"['error', 'daftar', 'pesanan', 'kosong', 'upgrade', 'gagal', 'terus', 'numbid', 'ready', 'harga', 'promo', 'gak', 'bisa', 'di', 'pesan', 'diupgrade', 'begitu', 'terus']"
baru di update apknya lancar terus ga bikin nggu makin lama,"['baru', 'di', 'update', 'apknya', 'lancar', 'terus', 'ga', 'bikin', 'nggu', 'makin', 'lama']"
saran untuk para pengurus di kai ini zaman sudah modern segala hal digital sudah serba cepat ini masa saya batal kan tiket pengembalian dana nya nunggu hari sekalian aja setahun baru tf dana nya,"['saran', 'untuk', 'para', 'pengurus', 'di', 'kai', 'ini', 'zaman', 'sudah', 'modern', 'segala', 'hal', 'digital', 'sudah', 'serba', 'cepat', 'ini', 'masa', 'saya', 'batal', 'kan', 'tiket', 'pengembalian', 'dana', 'nya', 'nunggu', 'hari', 'sekalian', 'aja', 'setahun', 'baru', 'tf', 'dana', 'nya']"
fitur lebih banyak dan tampilan lebih bagus tapi sayang lemotnya minta ampun untuk memilih tempat duduk lama sekali pembayaran tinggal menunggu kode pembayaran lama dan akhirnya time out akhirnya jadi ngga dapat tiket padahal ini untuk perjalanan mendadak beda jauh dengan waktu aplikasi yang lama sat set bisa cepat ngga loading terus,"['fitur', 'lebih', 'banyak', 'dan', 'tampilan', 'lebih', 'bagus', 'tapi', 'sayang', 'lemotnya', 'minta', 'ampun', 'untuk', 'memilih', 'tempat', 'duduk', 'lama', 'sekali', 'pembayaran', 'tinggal', 'menunggu', 'kode', 'pembayaran', 'lama', 'dan', 'akhirnya', 'time', 'out', 'akhirnya', 'jadi', 'ngga', 'dapat', 'tiket', 'padahal', 'ini', 'untuk', 'perjalanan', 'mendadak', 'beda', 'jauh', 'dengan', 'waktu', 'aplikasi', 'yang', 'lama', 'sat', 'set', 'bisa', 'cepat', 'ngga', 'loading', 'terus']"
versi baru memang lebih menarik dengan tanpilan dan fitur baru saya pesen tiket goshow langsung dapet ga ada lagi tuh macet lemot semua lancar aja kalo saya suka dg pembayaran qrisnya lebih simepl,"['versi', 'baru', 'memang', 'lebih', 'menarik', 'dengan', 'tanpilan', 'dan', 'fitur', 'baru', 'saya', 'pesen', 'tiket', 'goshow', 'langsung', 'dapet', 'ga', 'ada', 'lagi', 'tuh', 'macet', 'lemot', 'semua', 'lancar', 'aja', 'kalo', 'saya', 'suka', 'dg', 'pembayaran', 'qrisnya', 'lebih', 'simepl']"
tampilan jauh lebih baik dengan fitur unggulan terbarunya yang menarik thanks kai aplikasinya bagus dan lancar tdk ada trouble,"['tampilan', 'jauh', 'lebih', 'baik', 'dengan', 'fitur', 'unggulan', 'terbarunya', 'yang', 'menarik', 'thanks', 'kai', 'aplikasinya', 'bagus', 'dan', 'lancar', 'tdk', 'ada', 'trouble']"
sudah tidak ada kendala lagi buat pesen tiket kereta pake aplikasi kai ini jadi makin mudah dan cepet,"['sudah', 'tidak', 'ada', 'kendala', 'lagi', 'buat', 'pesen', 'tiket', 'kereta', 'pake', 'aplikasi', 'kai', 'ini', 'jadi', 'makin', 'mudah', 'dan', 'cepet']"
ternyata tidak sepenuhnya memudahkan proses boarding tetap diminta ktp untuk pengecekan apa gunanya kita mengisi data pribadi saat buat akun kalo hanya bikin ribet cek ktp aplikasi tidak berguna tambahan tampilan juga bikin ribet kalo mau pilih kereta beda dengan aplikasi sebelumnya jadi menyesal upgrade ke access kai,"['ternyata', 'tidak', 'sepenuhnya', 'memudahkan', 'proses', 'boarding', 'tetap', 'diminta', 'ktp', 'untuk', 'pengecekan', 'apa', 'gunanya', 'kita', 'mengisi', 'data', 'pribadi', 'saat', 'buat', 'akun', 'kalo', 'hanya', 'bikin', 'ribet', 'cek', 'ktp', 'aplikasi', 'tidak', 'berguna', 'tambahan', 'tampilan', 'juga', 'bikin', 'ribet', 'kalo', 'mau', 'pilih', 'kereta', 'beda', 'dengan', 'aplikasi', 'sebelumnya', 'jadi', 'menyesal', 'upgrade', 'ke', 'access', 'kai']"
ribet jadwal yg habis tidak lgsg off tp harus dibuka dulu baru muncul jam keberangkatan buat dilihat masih ada atau nggak gak efisien nyari jam yg masih ada bangkunya lemot lemooooot banget selesai iai data diri mau pilih kursi loadingnya lama banget,"['ribet', 'jadwal', 'yg', 'habis', 'tidak', 'lgsg', 'off', 'tp', 'harus', 'dibuka', 'dulu', 'baru', 'muncul', 'jam', 'keberangkatan', 'buat', 'dilihat', 'masih', 'ada', 'atau', 'nggak', 'gak', 'efisien', 'nyari', 'jam', 'yg', 'masih', 'ada', 'bangkunya', 'lemot', 'lemooooot', 'banget', 'selesai', 'iai', 'data', 'diri', 'mau', 'pilih', 'kursi', 'loadingnya', 'lama', 'banget']"
kualitasnya lebih baik untuk baru di update saya mau pesan tiket juga makin mudah sudah tidak eror dan lemot,"['kualitasnya', 'lebih', 'baik', 'untuk', 'baru', 'di', 'update', 'saya', 'mau', 'pesan', 'tiket', 'juga', 'makin', 'mudah', 'sudah', 'tidak', 'eror', 'dan', 'lemot']"
versi baru lebih ga lemot loadingnya ga pke lama buat akses masuk aplikasinya pindah menu jg ga lemot,"['versi', 'baru', 'lebih', 'ga', 'lemot', 'loadingnya', 'ga', 'pke', 'lama', 'buat', 'akses', 'masuk', 'aplikasinya', 'pindah', 'menu', 'jg', 'ga', 'lemot']"
